,first_name,last_name,city,postal_code,state,specialty_code,src,specialty,npi
795,Man,Kim,Seattle,98112,WA,207W00000X,asoprs,,1467504712
796,H. Jane,Kim,Union City,94587,CA,207W00000X,asoprs,,
797,Charles,Kim,Stockton,95207,CA,207W00000X,asoprs,,1104242924
798,Eleanore,Kim,New York,10021,NY,207W00000X,tepezza,,1902009137
799,MiSung,Kim,Kirkland,98034,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1801107271
800,Han,Kim,Baltimore,21287,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
801,Christian,Kim,Fort Lee,7024,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1457580177
802,Caroline,Kim,Philadelphia,19104,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1083620322
803,Laura,Kimball-Ravari,Bossier City,71111,LA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1861437543
804,Robert,Kimmel,Puyallup,98372,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1912155706
805,Bonnie,Kimmel,Walnut Creek,94597,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1508830944
806,Wynter,Kipgen,Stillwater,74074,OK,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1366434300
807,Maria,Kirzhner,Charlottesville,22908,VA,207W00000X,asoprs,,1871702340
808,Elie,Klam,Cincinnati,45220,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1336343672
809,Stephen,Klapper,Carmel,46032,IN,207W00000X,asoprs,,1316910607
810,Teri,Kleinberg,Worcester,1605,MA,207W00000X,tepezza,,1609187046
811,Zachary,Klett,Bangor,4401,ME,207W00000X,asoprs,,1851374938
812,Eric,Klett,Chapel Hill,27599,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1881602381
813,Olena,Klindukhova,Warner Robins,31093,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1427299361
814,Kim,Klippenstein,Nashville,37203,TN,207W00000X,asoprs,,1720036106
815,Joshua,Klopper,Denver,80205,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952322141
816,Philip,Knapp,Boston,2118,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1407819444
817,Karen,Knudsen,Williamsburg,23188,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1659574309
818,Marcus,Ko,Reno,89511,NV,207W00000X,asoprs,,1235302183
819,Audrey,Ko,Des Moines,50266,IA,207W00000X,asoprs,,1891089546
820,Kristen,Kobaly,Philadelphia,19104,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1295963148
821,Kurt,Kodroff,Brooklyn,11203,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417976408
822,Chung-Kay,Koh,Park Ridge,60068,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841216843
823,Roger,Kohn,Santa Barbara,93105,CA,207W00000X,asoprs,,1376670273
824,Hindola,Konrad,New York,10025,NY,207W00000X,asoprs,,1992766174
825,John,Koo,Portland,97227,OR,207W00000X,asoprs,,1043356470
826,Jane,Korducki,La Crosse,54601,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356339535
827,Irina,Koreen,Goshen,10924,NY,207W00000X,asoprs,,1013114040
828,Bobby,Korn,La Jolla,92093,CA,207W00000X,asoprs,,1174551006
829,Alisa,Kosla,Worcester,1655,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1780668202
830,Andrea,Kossler,Palo Alto,94303,CA,207W00000X,asoprs,,1285884106
831,Brett,Kotlus,New York,10065,NY,207W00000X,asoprs,,1093705683
832,Anupam,Kotwal,Omaha,68198,NE,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1093156069
833,Kenneth,Krantz,Santa Ana,92704,CA,207W00000X,asoprs,,1982629192
834,Kathryn,Kreider,Durham,27710,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1467691659
835,Ronald,Kristan,Holmdel,7733,NJ,207W00000X,asoprs,,1114928843
836,Debra,Kroll,New York,10021,NY,207W00000X,asoprs,,
837,Jan,Kronish,Delray Beach,33484,FL,207W00000X,asoprs,,1720189699
838,Thomas,Kropp,Wailuku,96793,HI,207W00000X,asoprs,,1245222686
839,Roger,Kulstad,Madison,53715,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1396781654
840,Dwight,Kulwin,Cincinnati,45220,OH,207W00000X,asoprs,,1982644738
841,Nirmala,Kumar,Greeley,80631,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1619059144
842,Yuvraj,Kumbkarni,Tampa,33613,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1720076177
843,Jacqueline,Kung,Boston,2111,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518120872
844,Biju,Kunhiraman,Yakima,98908,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1740221506
845,Jennifer,Kuo,New York,10032,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1235329830
846,Salila,Kurra,New York,10032,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528231560
847,Jean,Kury,San Juan,907,PR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
848,Sandra,Kwak,Newport Beach,92663,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316011364
849,Maxwell,Kwaku,Tyler,75708,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1083641534
850,Francis,La Piana,Washington,0,DC,207W00000X,asoprs,,
851,Artak,Labadzhyan,Los Angeles,90048,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841516184
852,Paul,Ladenson,Baltimore,21287,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1013955079
853,Corey,Lager,Portage,49024,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1295171189
854,Sharon,Lahiri,Detroit,48202,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
855,Rosemarie,Lajara,Dallas,75287,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1780862102
856,Brian,Lake,Largo,33773,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1295887040
857,Shamsher,Lakhian,Plano,75093,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1104879907
858,Atul,Lalani,Scottsdale,85258,AZ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447231774
859,Eleanor,Lam,Voorhees,8043,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316166804
860,Byron,Lam,Miami,33136,FL,207W00000X,tepezza,,1518982727
861,Genevieve,Lama,Yorktown Heights,10598,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1558348904
862,Michael,Landa,Savannah,31405,GA,207W00000X,asoprs,,1902846223
863,Katherine,Lane,South Burlington,5403,VT,207W00000X,asoprs,,1679105852
864,Nicole,Langelier,Richmond,23233,VA,207W00000X,asoprs,,1689964488
865,Paul,Langer,Short Hills,7078,NJ,207W00000X,asoprs,,
866,Eric,Langer,Sterling Heights,48310,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1720003718
867,John,Langford,Munster,46324,IN,207W00000X,asoprs,,1780682682
868,Hector,Lantigua,Urbana,61801,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1245636695
869,Philip,Lapp,Rutland,5701,VT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1326062373
870,Stephen,Laquis,Fort Myers,33907,FL,207W00000X,asoprs,,1588608624
871,David,Larned,Wilmington,19806,DE,207W00000X,asoprs,,
872,Ossama,Lashin,Lorain,44053,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1851507586
873,Chu,Lau,Woodland,95695,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
874,Simeon,Lauer,Suffern,10901,NY,207WX0200X,tepezza,Ophthalmic Plastic and Reconstructive Surgery,1790894723
875,Simeon,Lauer,Hackensack,7601,NJ,207W00000X,asoprs,,1790894723
876,Simeon,Lauer,New York,10023,NY,207WX0200X,tepezza,Ophthalmic Plastic and Reconstructive Surgery,1790894723
877,Simeon,Lauer,Bronx,10457,NY,207WX0200X,tepezza,Ophthalmic Plastic and Reconstructive Surgery,1790894723
878,Simeon,Lauer,Kew Gardens,11415,NY,207WX0200X,tepezza,Ophthalmic Plastic and Reconstructive Surgery,1790894723
879,Lisanne,Laurier,Spokane,99202,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1912999327
880,Luisa,Leal,Nashville,37211,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1720325830
881,Gregory,Ledger,Springfield,65807,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205903663
882,Sun,Lee,Boston,2118,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1164699963
883,Esther,Lee,Ridgewood,7450,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952545162
884,Christopher,Lee,Framingham,1702,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1386081610
885,Shun-How,Lee,Framingham,1702,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1306878525
886,Edward,Lee,Los Angeles,90010,CA,207W00000X,asoprs,,
887,Brian,Lee,Ellicott City,21043,MD,207W00000X,asoprs,,1730376583
888,John,Lee,Lawrence,1841,MA,207W00000X,tepezza,,
889,Henry,Lee,Warren,7059,NJ,207W00000X,asoprs,,1447412952
890,Hui Bae Harold,Lee,Indianapolis,46280,IN,207W00000X,asoprs,,
891,Lyndon,Lee,West Hartford,6107,CT,207W00000X,asoprs,,1114107562
892,Wendy,Lee,Miami,33136,FL,207W00000X,asoprs,,1306979620
893,Nahyoung,Lee,Boston,2114,MA,207W00000X,asoprs,,1386898898
894,Bradford,Lee,Palm Beach Gardens,33418,FL,207W00000X,asoprs,,1710113352
895,Seong,Lee,Atlanta,30328,GA,207W00000X,asoprs,,
896,Daniel,Lefebvre,Boston,2114,MA,207W00000X,tepezza,,1013163567
897,Daniel,Lefebvre,Dedham,2026,MA,207W00000X,asoprs,,1013163567
898,Steven,Leibowitz,Las Vegas,89144,NV,207W00000X,asoprs,,1679631014
899,John,Leidy,Huntington,25701,WV,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528174059
900,Matthew,Leinung,Albany,12208,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1730172495
901,Gary,Lelli,New York,10021,NY,207W00000X,asoprs,,
902,Bradley,Lemke,Sun Prairie,53590,WI,207W00000X,asoprs,,1437244621
903,Clara,Lengyel-Kremenic,Medford,11763,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1245288711
904,Matthew,Leone,Newburgh,12550,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1326144650
905,Shulamit,Lerner,Bronx,10463,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528046802
906,Alan,Lessner,Gainesville,32605,FL,207W00000X,asoprs,,1528013513
907,Linda,Lester,Portland,97239,OR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1952455032
908,Frank,Leung,Gurnee,60031,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1972524510
909,David,Leventer,Deal,7723,NJ,207W00000X,asoprs,,1578659835
910,Jackson,Lever,Ogden,84403,UT,207W00000X,asoprs,,1831329309
911,Claresa,Levetan,Lansdale,19446,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063483469
912,Peter,Levin,Palo Alto,94301`,CA,207W00000X,asoprs,,1568570364
913,Flora,Levin,Westport,6880,CT,207W00000X,asoprs,,1760683288
914,Robert,Levine,Beverly Hills,90210,CA,207W00000X,asoprs,,
915,Mark,Levine,Palm Beach Gardens,33410,FL,207W00000X,asoprs,,
916,Robert,Levine,Nashua,3060,NH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1821058009
917,Kyle,Lewis,Jackson,39211,MS,207W00000X,asoprs,,1902017924
918,Craig,Lewis,East Lansing,48823,MI,207W00000X,asoprs,,1114119997
919,Ilya,Leyngold,Durham,27713,NC,207W00000X,asoprs,,1407996176
920,Sophie,Liao,Aurora,80045,CO,207W00000X,asoprs,,1598965857
921,Leonard,Lichenstein,Charleston,29425,SC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
922,David,Lieb,Norfolk,23501,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1629286059
923,Renelle,Lim,New Haven,6519,CT,207W00000X,tepezza,,1073821856
924,Lily,Lin,Sacramento,95817,CA,207W00000X,asoprs,,1306908108
925,John,Linberg,Morgantown,26505,WV,207W00000X,asoprs,,1154398147
926,Robert,Lind,Flemington,8822,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
927,William,Lipham,Bloomington,55431,MN,207W00000X,asoprs,,1528053717
928,Richard,Lisman,New York,10065,NY,207W00000X,asoprs,,1043219900
929,Boaz,Lissauer,New York,10028,NY,207W00000X,asoprs,,1639173123
930,Gary,Lissner,Chicago,60611,IL,207W00000X,asoprs,,1528086600
931,Patrick,Litonjua,Janesville,53546,WI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831297308
932,Chienying,Liu,San Francisco,94143,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1649237975
933,Catherine,Liu,San Diego,92093,CA,207W00000X,asoprs,,1770849804
934,Don,Liu,Columbia,65212,MO,207W00000X,asoprs,,1841249190
935,Wenjing,Liu,Newport Beach,92660,CA,207W00000X,asoprs,,1023309499
936,Zhao,Liu,Danvers,1923,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1508809583
937,Llanyee,Liwanpo,Orange,92869,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417171711
938,Jose,Llinas,Edinburg,78539,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1013962158
939,Christopher,Lo,Los Angeles,90015,CA,207W00000X,asoprs,,1952745473
940,Mikel,Lo,Tucson,85741,AZ,207W00000X,asoprs,,1578557914
941,Vasdev,Lohano,New Albany,47150,IN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1316906738
942,Naaznin,Lokhandwala,Methuen,1844,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1982620910
943,John,Long,Birmingham,35205,AL,207W00000X,asoprs,,1861495384
944,Natalie,Lopasic,Latham,12110,NY,207W00000X,tepezza,,1780607622
945,Ilona,Lorincz,Philadelphia,19104,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1083876668
946,Melissa,Loughney,Washington,20036,DC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1588619936
947,Joanne,Low,Santa Monica,90404,CA,207W00000X,asoprs,,1780695379
948,Jonathan,Lowry,Morganton,28655,NC,207W00000X,asoprs,,1780698274
949,Peter,Lu,Lawrenceville,30046,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1891883104
950,Sara,Lubitz,New Brunswick,8901,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1568667855
951,Noah,Lubowsky,Monroeville,15146,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1255388716
952,Francesco,Luca,Kansas City,64111,MO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
953,Mark,Lucarelli,Madison,53705,WI,207W00000X,asoprs,,1992771034
954,Kathryn,Lucas,Morehead City,28557,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1407892441
955,Eduardo,Luna,Weslaco,78596,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1073959326
956,Mark,Lupo,Sarasota,34239,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528025319
957,Martin,Luria,Long Branch,7740,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1477629301
958,Pooja,Luthra,Farmington,6030,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1417941782
959,Adam,Lyko,Post Falls,83854,ID,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1659485332
960,Cari,Lyle,Pittsburgh,15206,PA,207W00000X,asoprs,,1841240827
961,David,Lyon,Leawood,66211,KS,207W00000X,asoprs,,1811995905
962,Na,Ma,Syosset,11791,NY,207W00000X,tepezza,,
963,Zeina,Maani,Walnut,91789,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1558563791
964,Baker,Machhadieh,Centerville,45459,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1518167295
965,Peter,MacIntosh,Chicago,60512,IL,207W00000X,asoprs,,1528229440
966,William,Mack,Tampa,33609,FL,207W00000X,asoprs,,1679570816
967,Sujay,Madduri,Midland,48670,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1962738351
968,Dana,Madison,Portland,97239,OR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1093720591
969,Vasudev,Magaji,Wyomissing,19610,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1750589735
970,Michael,Magnotti,Santa Rosa,95403,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1134324585
971,Bindiya,Magoon,Chesapeake,23320,VA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1750576583
972,Vahid,Mahabadi,Sylmar,91342,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1144412453
973,Jaisri,Maharaj,Fremont,94538,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1629380464
974,Elizabeth,Maher,New York,10017,NY,207W00000X,asoprs,,
975,Yugal,Maheshwari,Beaumont,77703,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1750366324
976,Hussain,Mahmud,Pittsburgh,15213,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1336333210
977,Nicholas,Mahoney,Baltimore,21287,MD,207W00000X,asoprs,,1194875864
978,Sachin,Majumdar,Bridgeport,6610,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1639201650
979,Chhaya,Makhija,Fresno,93720,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1265693477
980,Carl,Malchoff,Farmington,6030,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1023014289
981,Ayesha,Malik,Margate,33063,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447592126
982,Jennifer,Mammen,Baltimore,21224,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1982742219
983,Saira,Mammen,East Liverpool,43920,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
984,Smriti,Manandhar,Cumberland,21502,MD,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1801109095
985,Ronald,Mancini,Dallas,75390,TX,207W00000X,asoprs,,1457307639
986,Susan,Mandel,Philadelphia,19104,PA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1336176247
987,Geva,Mannor,La Jolla,92037,CA,207W00000X,asoprs,,1730140849
988,Pooja,Manroa,League City,77573,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1831487552
989,Tamer,Mansour,Washington,20037,DC,207W00000X,asoprs,,1144397258
990,Lisa,Mansueto,Tempe,85282,AZ,207W00000X,asoprs,,1396742797
991,Michael,Marchese,Stamford,6902,CT,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
992,Alan,Marcus,Laguna Hills,92653,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1275631657
993,Debra,Margulies,Morristown,7960,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1134177918
994,Paul,Margulies,Manhasset,11030,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1407840168
995,Lisa,Markman,Los Alamitos,90720,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1780888610
996,Victor,Marlar,Asheville,28806,NC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1841400702
997,Annis,Marney,Nashville,37203,TN,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1437206315
998,Ellen,Marqusee,Boston,2115,MA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1215988266
999,Alfred,Marrone,Torrance,90505,CA,207W00000X,asoprs,,1841388907
1000,Harry,Marshak,Palm Desert,92260,CA,207W00000X,asoprs,,1174560825
1001,Ronald,Martin,Indianapolis,46290,IN,207W00000X,asoprs,,1790783561
1002,John,Martin,Coral Gables,33134,FL,207W00000X,asoprs,,1376566562
1003,Ramon,Martinez,Pembroke Pines,33027,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1528122918
1004,Carlos,Martinez,Mayaguez,680,PR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1005,Douglas,Marx,Salt Lake City,84132,UT,207W00000X,asoprs,,
1006,Samuel,Marynick,Dallas,75246,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1801854187
1007,Bruce,Massaro,Milwaukee,53226,WI,207W00000X,asoprs,,1598828410
1008,Guy,Massry,Beverly Hills,90211,CA,207W00000X,asoprs,,1134137441
1009,Lucy,Mastrandrea,Buffalo,14203,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1760565105
1010,Suhail,Masudi,Wellington,33414,FL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1649206525
1011,Thomas,Mather,Ladson,29456,SC,207W00000X,asoprs,,1154381788
1012,Joseph,Mathews,Summerville,29485,SC,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1811123300
1013,Randy,Mauffray,San Antonio,78215,TX,207W00000X,asoprs,,1285685511
1014,Marlon,Maus,Berkeley,94704,CA,207W00000X,asoprs,,1841734084
1015,Frederick,Mausolf,Lincoln,68506,NE,207W00000X,asoprs,,1780767459
1016,Franck,Mauvais-Jarvis,New Orleans,70112,LA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1447330857
1017,Louise,Mawn,Nashville,37232,TN,207W00000X,asoprs,,
1018,Sarah,Mayson,Aurora,80045,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1063615433
1019,Mark,Mazow,Dallas,75230,TX,207W00000X,asoprs,,1639173669
1020,Robert,Mazzoli,Steilacoom,98388,WA,207W00000X,asoprs,,1932173358
1021,Elizabeth,McAninch,Palo Alto,94304,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1134363799
1022,John,McCann,Sandy,84070,UT,207W00000X,asoprs,,1326006917
1023,Scheherezada,McCarthy,San Antonio,78207,TX,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1024,Elysa,McClintic,Sayre,18840,PA,207W00000X,asoprs,,1619287596
1025,Amanda,McClure,Fayetteville,72701,AR,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1922566785
1026,Robert,McConnell,New York,10032,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1477610426
1027,Clinton,McCord,Atlanta,30305,GA,207W00000X,asoprs,,1376689901
1028,Michael,McCracken,Parker,80134,CO,207W00000X,asoprs,,1043291701
1029,Timothy,McCulley,Baltimore,21287,MD,207W00000X,asoprs,,1124044979
1030,Michael,McDermott,Aurora,80045,CO,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1154411833
1031,Megan,McGarvey,San Diego,92130,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1255563565
1032,John,McGetrick,Winter Haven,33881,FL,207W00000X,asoprs,,1336118884
1033,Christopher,McHenry,Cleveland,44109,OH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1265461073
1034,Alan,McInnes,Eagle,83616,ID,207W00000X,asoprs,,1942345228
1035,M. Polly,McKinstry,Laguna Hills,92653,CA,207W00000X,asoprs,,
1036,Daniel,McLachlan,Hinsdale,60521,IL,207W00000X,asoprs,,1255302501
1037,William,McLeish,Phoenix,85028,AZ,207W00000X,asoprs,,1598758898
1038,Ginger,McMullen,Sacramento,95816,CA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1659476778
1039,Heath,Meattey,Hampton,3842,NH,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1821294059
1040,Deeksha,Mehta,Teaneck,7666,NJ,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1366618605
1041,Milap,Mehta,Elmhurst,60126,IL,207W00000X,asoprs,,1265609200
1042,Sonul,Mehta,Philadelphia,19103,PA,207W00000X,asoprs,,1194916999
1043,Melissa,Meldrum-Aaberg,Grand Rapids,49525,MI,207W00000X,asoprs,,
1044,Jill,Melicher Larson,Minnetonka,55305,MN,207W00000X,asoprs,,1285788950
1045,John,Melish,Honolulu,96826,HI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1205868361
1046,Raafia,Memon,Newark,19713,DE,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1144646738
1047,Lawrence,Mendelsohn,Farmington Hills,48334,MI,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1609984277
1048,Ana,Mendoza-Salazar,Bangor,4401,ME,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",
1049,Sajeev,Menon,Olathe,66061,KS,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1811988819
1050,Jay,Mepani,Decatur,30033,GA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1174570378
1051,Shannath,Merbs,Baltimore,21201,MD,207W00000X,asoprs,,1750330502
1052,Maria,Mercado,Bellevue,98004,WA,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1851335723
1053,Michael,Mercandetti,Venice,34292,FL,207W00000X,asoprs,,1669471959
1054,Edward,Merker,New York,10075,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1356447064
1055,John,Merriam,New York,10032,NY,207W00000X,asoprs,,1821010307
1056,Helen,Merritt,Dallas,75231,TX,207W00000X,asoprs,,1790075927
1057,Pradeep,Mettu,Raleigh,27607,NC,207W00000X,asoprs,,1215236419
1058,Dale,Meyer,Albany (Slingerlands),12159,NY,207W00000X,asoprs,,1093775116
1059,Spyros,Mezitis,New York,10021,NY,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1013078732
1060,Kevin,Michels,Spokane,99202,WA,207W00000X,asoprs,,1841405404
1061,Michael,Migliori,Providence,2903,RI,207W00000X,asoprs,,1073585295
1062,Dan,Mihailescu,Chicago,60612,IL,207RE0101X,endocrinologists,"Endocrinology, Diabetes & Metabolism",1104951250
